EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,JobFunctionDescription,Performance Score,Current Employee Rating
1108,24-Jan-19,,Production Technician I,Danielle Jones,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Flagger,Fully Meets,3
1109,11-Jun-22,25-Sep-22,Production Technician I,Timothy Moore,EW,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1110,02-Jul-22,,Production Technician II,Joshua Vasquez,NEL,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,Foreman,Fully Meets,3
1111,08-Sep-19,29-Aug-20,Production Technician I,Mark Hernandez,BPC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Production       ,Splicing,Splicer,Fully Meets,3
1112,10-Jul-22,,Production Technician I,Kristi Andrews,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,Project Manager,Fully Meets,3
1113,24-Apr-22,,Production Technician I,Kenneth Carter,NEL,Active,Contract,Zone B,Part-Time,Production       ,General - Con,Lineman,Fully Meets,3
1114,31-Mar-20,,Production Technician I,John Smith,PL,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,Laborer,Fully Meets,3
1115,23-Mar-19,,Production Technician I,Bradley Butler,PYZ,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,Technician,Fully Meets,3
1116,09-Mar-19,12-Jul-23,Production Technician I,Ryan Jenkins,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Clerk,Fully Meets,3
1117,21-Feb-19,06-Mar-19,Production Technician I,Dennis Martinez,TNS,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,General - Con,Technician,Fully Meets,3
1118,04-Oct-19,26-Nov-22,Production Technician I,Stephen Parks,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,Project Manager,Fully Meets,3
1119,24-Nov-19,20-Dec-20,Production Technician I,Brenda Garza DDS,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1120,17-Aug-20,,Production Technician I,Ms. Diane Bradshaw DVM,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,People Services,Administration,Fully Meets,3
1121,16-Mar-21,,Production Manager,Alyssa Gill,EW,Active,Part-Time,Zone C,Full-Time,Production       ,Aerial,Lineman,Fully Meets,3
1122,16-Nov-21,26-Aug-22,Production Manager,Miss Haley Duke DVM,MSC,Active,Contract,Zone C,Part-Time,Production       ,General - Con,Technician,Fully Meets,3
1123,03-May-22,,Production Manager,Barbara Gardner,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,Lineman,Fully Meets,3
1124,24-Dec-19,11-Nov-22,Production Manager,Monique Hudson DDS,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,Technician,Fully Meets,3
1125,21-Oct-21,,Production Technician II,Angela Peterson,WBL,Active,Contract,Zone B,Part-Time,Production       ,Aerial,Lineman,Fully Meets,3
1126,08-Sep-18,06-Mar-20,Production Technician II,Tony Pratt,NEL,Voluntarily Terminated,Part-Time,Zone C,Temporary,Production       ,Engineers,Engineer,Fully Meets,3
1127,26-Feb-19,,Production Technician II,Keith Lyons,PL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,Technician,Fully Meets,3
1128,21-Apr-23,,Production Technician II,Kevin Calderon,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,Technician,Fully Meets,3
1129,19-Sep-19,23-Oct-21,Production Technician II,Laura Reid,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Tower Hand,Fully Meets,3
1130,23-Dec-20,,Production Technician I,Stacey Fowler,SVG,Active,Contract,Zone A,Part-Time,Production       ,Technology / It,Intern,Fully Meets,3
1131,29-Mar-19,,Production Technician I,Stephen Hebert,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,Operator,Fully Meets,3
1132,15-May-21,03-May-23,Production Technician I,James Burgess,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Aerial,Laborer,Fully Meets,3
1133,14-Mar-22,02-Oct-22,Production Technician I,Jordan Robinson,PL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Aerial,Engineer,Fully Meets,3
1134,06-Dec-21,08-Jan-22,Production Technician I,Matthew Baker,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Production       ,General - Con,Technician,Fully Meets,3
1135,27-Oct-21,,Production Technician I,Anita Dudley,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,Principal,Fully Meets,3
1136,01-Apr-23,,Production Technician I,Marilyn Cook,SVG,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Driver,Fully Meets,3
1137,29-May-19,,Production Technician I,Brian Hamilton,EW,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1138,12-Jul-19,12-Jul-22,Production Technician I,David Park,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,Coordinator,Fully Meets,3
1139,10-Aug-18,21-Feb-22,Production Technician I,Victoria Campbell,TNS,Active,Contract,Zone A,Temporary,Production       ,Splicing,Technician,Fully Meets,3
1140,29-Sep-21,,Production Technician I,Anthony Steele,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,Engineer,Fully Meets,3
1141,05-Aug-21,,Production Technician I,Terry Henson,WBL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Locator,Fully Meets,3
1142,02-Aug-23,,Production Manager,Katie Lucas,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,Coordinator,Fully Meets,3
1143,02-Sep-18,28-Jul-21,Production Manager,Margaret Gamble,PL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Lineman,Fully Meets,3
1144,13-Oct-19,,Production Manager,Heidi Wang,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,Project Manager,Fully Meets,3
1145,24-Sep-20,,Production Technician II,David Moore,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),Shop,Fully Meets,3
1146,06-Aug-23,,Production Technician II,Richard Harvey,SVG,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,Groundman,Fully Meets,3
1147,11-Jun-19,27-Feb-22,Production Technician II,Lisa Shaw,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Production       ,General - Con,Lineman,Fully Meets,3
1148,14-Feb-19,,Production Technician II,Christopher Adams,PL,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,Project Manager,Fully Meets,3
1149,17-Mar-22,,Production Technician II,Brittany Brown,NEL,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,Locator,Fully Meets,3
1150,05-Aug-20,,Production Technician I,Riley Schultz,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,Aerial,Lineman,Fully Meets,3
1151,23-Aug-22,,Production Technician I,Bradley Mitchell,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1152,12-Jan-23,,Production Technician I,Misty Mcknight,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,Engineer,Fully Meets,3
1153,14-Apr-20,10-Sep-21,Production Technician I,Brian Hudson,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,Laborer,Fully Meets,3
1154,27-Sep-21,05-Feb-23,Production Technician I,Andrew Perez,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1155,17-Nov-18,12-Mar-20,Production Technician I,Kimberly Marshall,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Production       ,Finance & Accounting,Clerk,Fully Meets,3
1156,22-Jul-19,28-Feb-23,Production Technician I,Ashley Washington,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Production       ,Billable Consultants,Project Manager,Fully Meets,3
1157,10-Feb-19,,Production Technician I,Kristen Chan,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,Manager,Fully Meets,3
1158,22-Nov-18,19-Jul-20,Production Technician I,Sean Ellis,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Technician,Fully Meets,3
1159,23-Apr-23,,Production Technician I,Jennifer Cox,TNS,Active,Part-Time,Zone A,Temporary,Production       ,Splicing,Splicer,Fully Meets,3
1160,26-Dec-22,23-May-23,Production Technician I,Kevin Coleman,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,Flagger,Fully Meets,3
1161,14-Jun-20,,Production Technician I,Brian Henderson,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Yard (Material Handling),Runner,Fully Meets,3
1162,29-Mar-22,20-May-23,Production Technician I,Alyssa Myers DVM,WBL,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,Laborer,Fully Meets,3
1163,18-Dec-22,,Production Manager,Julie Griffin,NEL,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,Manager,Fully Meets,3
1164,21-Mar-19,,Production Manager,Curtis Fitzpatrick,PL,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,Project Coordinator,Fully Meets,3
1165,08-Feb-21,,Production Manager,Elizabeth Garcia,BPC,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1166,06-Jun-22,,Production Technician II,Michelle Castillo,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,Foreman,Fully Meets,3
1167,01-Nov-21,,Production Technician II,Caroline Grant,NEL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1168,19-Jan-23,,Production Technician II,Mark Ellis,PL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,Assistant,Fully Meets,3
1169,30-Jul-20,,Production Technician II,Mrs. Danielle Dickerson DDS,BPC,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Operator,Fully Meets,3
1170,16-Jul-23,,Production Technician II,Stacy Ellis,CCDR,Active,Part-Time,Zone C,Full-Time,Production       ,Underground,Laborer,Fully Meets,3
1171,16-Jun-22,,Production Technician I,Hannah Bailey,SVG,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1172,13-Jun-21,27-May-22,Production Technician I,Charles Rogers,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Production       ,Engineers,Engineer,Fully Meets,3
1173,14-Nov-20,01-Nov-21,Production Technician I,Christine Foster,BPC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Production       ,Isp,Manager,Fully Meets,3
1174,16-Jun-20,13-Mar-23,Production Technician I,Tyler Brown,CCDR,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,Construction Manager,Fully Meets,3
1175,20-Dec-18,24-Dec-20,Production Technician I,Holly Nichols,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Production       ,Catv,Laborer,Fully Meets,3
1176,29-Oct-22,,Production Technician I,Jennifer Phillips,MSC,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Project Manager,Fully Meets,3
1177,20-Jul-20,,Production Technician I,Shannon Cruz,NEL,Active,Contract,Zone A,Temporary,Production       ,Aerial,Lineman,Fully Meets,3
1178,03-Oct-21,19-Dec-21,Production Technician I,Jamie Lowe,PL,Voluntarily Terminated,Contract,Zone C,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1179,16-Jul-22,,Production Technician I,Paige Calderon,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,Aerial,Supervisor,Fully Meets,3
1180,30-Jun-20,,Production Technician I,Jacob Taylor,SVG,Active,Full-Time,Zone B,Full-Time,Production       ,Underground,Laborer,Fully Meets,3
1181,13-Jun-21,,Production Technician I,Sandra Pollard,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,Laborer,Fully Meets,3
1182,29-Dec-20,24-Oct-22,Production Technician I,Alex Cox,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Splicing,Splicer,Fully Meets,3
1183,03-Feb-22,,Production Technician I,Jon Adams,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,Catv,Technician,Fully Meets,3
1184,10-Jan-22,11-May-23,Production Technician I,Cassandra Cox,CCDR,Active,Full-Time,Zone B,Temporary,Production       ,Wireline Construction,Foreman,Fully Meets,3
1185,13-Dec-18,,Production Manager,Lucas Duffy,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Fielders,Engineer,Fully Meets,3
1186,03-Mar-21,,Production Manager,Ashley Ellis,MSC,Active,Full-Time,Zone A,Temporary,Production       ,Splicing,Tester,Fully Meets,3
1187,04-Jul-21,,Production Manager,Allison Figueroa,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,Aerial,Supervisor,Fully Meets,3
1188,06-Feb-20,21-Jul-21,Production Technician II,Alex Bernard,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Production       ,General - Sga,Estimator,Fully Meets,3
1189,28-Jun-20,11-Jul-22,Production Technician II,Micheal Bryant,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Production       ,General - Eng,Engineer,Fully Meets,3
1190,22-Dec-20,20-Nov-21,Production Technician II,Bryan Simpson,PL,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Project Management - Eng,Project Manager,Fully Meets,3
1191,24-Nov-19,,Production Technician II,Tamara Carter,BPC,Active,Full-Time,Zone B,Full-Time,Production       ,Wireline Construction,Billing,Fully Meets,3
1192,23-Sep-22,,Production Technician II,Bryan Harris,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,Technician,Fully Meets,3
1193,06-Feb-20,23-Jan-22,Production Technician I,Anna Meyers,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Production       ,Aerial,Foreman,Fully Meets,3
1194,14-Jan-19,06-Aug-21,Production Technician I,Christopher Levy,EW,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,Foreman,Fully Meets,3
1195,25-Jun-19,15-May-22,Production Technician I,David Maddox,TNS,Leave of Absence,Part-Time,Zone C,Part-Time,Production       ,Wireline Construction,Foreman,Fully Meets,3
1196,09-Mar-19,,Production Technician I,John Lambert,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,General - Eng,Administrator,Fully Meets,3
1197,13-Jun-20,,Production Technician I,Anthony Cross,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Safety,Administrative,Fully Meets,3
1198,22-Jan-19,,Production Technician I,Daniel Blackburn,NEL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1199,12-Dec-20,,Production Technician I,Richard Graves,PL,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Laborer,Fully Meets,3
1200,27-Apr-22,,Production Technician I,Sheryl Scott,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,Laborer,Fully Meets,3
1201,11-Apr-22,26-Sep-22,Production Technician I,Robert Hill,CCDR,Voluntarily Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,Flagger,Fully Meets,3
1202,01-Sep-22,02-Dec-22,Production Technician I,Emily Rogers,SVG,Voluntarily Terminated,Contract,Zone B,Temporary,Production       ,Wireline Construction,Model Assistant,Fully Meets,3
1203,08-Sep-18,,Production Technician I,Jasmine Johnson,EW,Active,Contract,Zone A,Part-Time,Production       ,Engineers,Engineer,Fully Meets,3
1204,24-Nov-22,05-Aug-23,Production Technician I,Melissa Tucker,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,Vp,Fully Meets,3
1205,23-Jul-20,,Production Technician I,Timothy Higgins,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),Shop,Fully Meets,3
1206,28-Dec-18,15-May-23,Production Technician I,Richard Scott,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,Engineers,Drafter,Fully Meets,3
1207,01-Oct-19,,Production Technician I,Hunter Hill,WBL,Active,Contract,Zone B,Full-Time,Production       ,Wireline Construction,Laborer,Fully Meets,3
1208,17-Aug-19,25-Oct-19,Production Manager,Melissa Greene,NEL,Active,Contract,Zone A,Part-Time,Production       ,Wireline Construction,Laborer,Fully Meets,3
1209,31-May-23,,Production Manager,Edwin Guerrero,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,Foreman,Fully Meets,3
1210,08-Dec-20,10-Jun-23,Production Manager,Ann Collins,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,Top Hand,Fully Meets,3
1211,05-Nov-18,23-Mar-23,Production Technician II,John Miles,CCDR,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Splicer,Fully Meets,3
1212,26-Aug-20,05-Apr-23,Production Technician II,Kevin Mendez,EW,Voluntarily Terminated,Contract,Zone C,Full-Time,Production       ,Engineers,Project Manager,Fully Meets,3
1213,23-Feb-20,,Production Technician II,Joe Miller,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,Project Management - Con,Coordinator,Fully Meets,3
1214,12-Feb-22,,Production Technician II,Joshua Barnes,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Splicing,Splicer,Fully Meets,3
1215,13-Feb-20,,Production Technician II,Daniel Benson,PL,Active,Contract,Zone C,Temporary,Production       ,Aerial,Laborer,Fully Meets,3
1216,15-Feb-23,09-Mar-23,Production Technician I,Andrea Smith,PYZ,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Production       ,General - Con,Technician,Fully Meets,3
1217,03-Dec-19,31-Aug-21,Production Technician I,Joshua Johns,SVG,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Production       ,Wireline Construction,Vp,Fully Meets,3
1218,31-Dec-18,,Production Technician I,Robert Watts,WBL,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,Locator,Fully Meets,3
1219,16-Jan-20,09-Feb-21,Production Technician I,Kelly Tate,BPC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Production       ,Engineers,Engineer,Fully Meets,3
1220,20-Nov-18,09-Feb-20,Production Technician I,Terry Flores,CCDR,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Executive,Vp,Fully Meets,3
1221,11-Nov-22,03-Jul-23,Production Technician I,Leslie Davis,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),Coordinator,Fully Meets,3
1222,18-Dec-20,23-Jul-21,Production Technician I,Sarah Williams,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Production       ,People Services,Recruiting,Fully Meets,3
1223,26-Jan-21,,Production Technician I,Luke Miller,NEL,Active,Full-Time,Zone C,Temporary,Production       ,Engineers,Engineer,Fully Meets,3
1224,26-Nov-21,24-May-22,Production Technician I,Jeremiah Smith,PL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,Administrative,Fully Meets,3
1225,15-May-23,,Production Technician I,Krista Smith,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Finance & Accounting,Accounting,Fully Meets,3
1226,20-Jun-23,,Production Technician I,Eric Greer,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,Driller,Fully Meets,3
1227,22-Aug-19,06-Jun-22,Production Technician I,Hannah Davis,TNS,Active,Part-Time,Zone C,Part-Time,Production       ,Billable Consultants,Engineer,Fully Meets,3
1228,30-Aug-21,,Production Technician I,Anthony Murray,WBL,Active,Contract,Zone B,Full-Time,Production       ,Fielders,Engineer,Fully Meets,3
1229,27-Jan-20,,Production Technician I,Michael Torres,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,Technician,Fully Meets,3
1230,04-Mar-22,,Production Technician I,Claire Baker,CCDR,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,Groundman,Fully Meets,3
1231,07-Mar-20,,Production Manager,Michael Garcia,EW,Active,Contract,Zone B,Temporary,Production       ,Wireless,Laborer,Fully Meets,3
1232,19-Mar-20,,Production Manager,Mrs. Leslie Simmons,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,People Services,Support,Fully Meets,3
1233,23-Jul-22,,Production Technician II,Hannah Cruz,WBL,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,Project Manager,Fully Meets,3
1234,18-Oct-19,03-Oct-21,Production Technician II,Claudia Atkinson,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Production       ,Sales & Marketing,Director,Fully Meets,3
1235,14-Apr-20,,Production Technician II,Virginia Castro,PL,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,Administrative,Fully Meets,3
1236,25-Nov-18,25-Jul-19,Production Technician II,Tina Morgan,BPC,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Production       ,Field Operations,Laborer,Fully Meets,3
