title,author,date
Northrop Grumman to terminate OmegA rocket program,Sandra Erwin,"September 9, 2020"
DoD watchdog: There’s nothing wrong with how Air Force certifies new launch vehicles,Sandra Erwin,"September 9, 2020"
NASA’s Juno spacecraft seeking extended mission at Jupiter,Jeff Foust,"September 9, 2020"
China’s Landspace raises $175 million for Zhuque-2 launch vehicles,Andrew Jones,"September 9, 2020"
Space Force: Too early to say if military will need ‘super heavy’ launch vehicles,Sandra Erwin,"September 8, 2020"
Northrop Grumman receives $13.3 billion contract to develop next-generation ICBM,Sandra Erwin,"September 8, 2020"
NOAA’s former satellite now providing weather data to the U.S. military,Sandra Erwin,"September 8, 2020"
"In stopgap funding bill, White House wants Space Force accounts separated from Air Force",Sandra Erwin,"September 8, 2020"
Gerstenmaier warns against ending space station program prematurely,Jeff Foust,"September 8, 2020"
Chinese reusable experimental spacecraft releases object before returning to Earth,Andrew Jones,"September 7, 2020"
White House issues cybersecurity space policy,Jeff Foust,"September 4, 2020"
China carries out secretive launch of ‘reusable experimental spacecraft’,Andrew Jones,"September 4, 2020"
Rocket Lab launches first Photon satellite,Jeff Foust,"September 3, 2020"
Study raises new concerns about lack of governing norms in space,Sandra Erwin,"September 3, 2020"
Falcon 9 launch adds 60 Starlink satellites to orbit as constellation beta testing continues,Caleb Henry,"September 3, 2020"
Report sees ways Artemis supports sustainable human Mars exploration,Jeff Foust,"September 3, 2020"
Arianespace launches Vega on return-to-flight mission with 53 smallsats,Caleb Henry,"September 3, 2020"
Air Force Research Laboratory announces new space experiments,Sandra Erwin,"September 2, 2020"
NASA and Northrop Grumman test SLS booster,Jeff Foust,"September 2, 2020"
MonacoSat planning second geostationary satellite,Caleb Henry,"September 2, 2020"
Eutelsat renews major broadcast contract• Cobham Advanced Electronic Solutions gets new CEO,Caleb Henry,"September 2, 2020"
Made In Space Europe and Momentus plan robotic spacecraft,Debra Werner,"September 2, 2020"
NASA to seek proposals for lunar nuclear power system,Jeff Foust,"September 2, 2020"
Space Force to add hundreds of new members as airmen begin to transfer over,Sandra Erwin,"September 1, 2020"
NASA space technology faces potential budget pressure,Jeff Foust,"September 1, 2020"
Lockheed Martin enlists Tyvak and Telesat for Space Development Agency contract,Sandra Erwin,"September 1, 2020"
Pentagon report: China amassing arsenal of anti-satellite weapons,Sandra Erwin,"September 1, 2020"
Intelsat buys Gogo commercial aviation business for $400 million,Caleb Henry,"September 1, 2020"
Musk emphasizes progress in Starship production over testing,Jeff Foust,"September 1, 2020"
"Lockheed Martin, York Space to produce 20 satellites for Space Development Agency",Sandra Erwin,"August 31, 2020"
PLD Space completes critical testing of its Teprel-B rocket engine,Andrew Parsonson,"August 31, 2020"
ULA investigating cause of Delta 4 Heavy mission abort,Sandra Erwin,"August 31, 2020"
Tech executive Victoria Coleman named director of DARPA,Sandra Erwin,"August 31, 2020"
China makes progress on spaceport project for sea launches,Andrew Jones,"August 31, 2020"
Rocket Lab returns to flight with Capella Space launch,Jeff Foust,"August 31, 2020"
"SpaceX launches Argentine radar satellite, rideshare smallsats on Falcon 9 rocket",Caleb Henry,"August 30, 2020"
Report: Space Force improving delivery of orbit monitoring software,Sandra Erwin,"August 30, 2020"
ULA launch of NRO satellite on hold after Delta 4 Heavy hot fire abort,Sandra Erwin,"August 29, 2020"
NASA and Boeing outline schedule of Starliner test flights,Jeff Foust,"August 28, 2020"
Space Force buyers want a classified cloud to manage satellite programs,Sandra Erwin,"August 28, 2020"
Yahsat begins Thuraya fleet refresh with Airbus satellite order,Caleb Henry,"August 28, 2020"
NASA increases cost estimate for SLS development,Jeff Foust,"August 28, 2020"
NASA puts solicitation for commercial free-flyer station on hold,Jeff Foust,"August 27, 2020"
SpaceX to launch Masten lunar lander,Jeff Foust,"August 27, 2020"
Marine sergeant named U.S. Space Command’s top enlisted leader,Sandra Erwin,"August 27, 2020"
‘Starfleet’ amendment puts Space Force in a political bind,Sandra Erwin,"August 27, 2020"
Astra prepares for next launch attempt as it faces suit over company name,Jeff Foust,"August 27, 2020"
Report outlines measures to reduce impact of satellite constellations on astronomy,Jeff Foust,"August 26, 2020"
"Hungary plans first GEO satellite • Intelsat plots M&A move • Glavkosmos, ISS Reshetnev team on satellite exports",Caleb Henry,"August 26, 2020"
Cape Canaveral’s Air Force launch wing to become a space delta,Sandra Erwin,"August 26, 2020"
Morpheus Space attracts high-profile backers,Debra Werner,"August 26, 2020"
SN Military Space | Space Force praised for fiscal restraint • Space Pitch Day 2021 planned in Los Angeles,Sandra Erwin,"August 26, 2020"
NASA hopeful SLS Green Run test remains on schedule,Jeff Foust,"August 25, 2020"
45th Space Wing on pace for 39 space launches in 2020,Sandra Erwin,"August 25, 2020"
NASA astronaut bumped from Soyuz flight added to Starliner mission,Jeff Foust,"August 25, 2020"
Kymeta raises $85.2 million in Bill Gates-backed round,Caleb Henry,"August 25, 2020"
Al Tadros joins Redwire as chief growth officer and executive vice president,Debra Werner,"August 25, 2020"
Industry supports giving space traffic management work to Commerce Department,Jeff Foust,"August 25, 2020"
Chinese space launch firm iSpace raises $173 million in series B funding,Andrew Jones,"August 25, 2020"
"Orbcomm, AAC Clyde, Saab to build maritime communications cubesat, mull constellation ",Caleb Henry,"August 24, 2020"
"ULA to launch Delta 4 Heavy for its 12th mission, four more to go before rocket is retired",Sandra Erwin,"August 24, 2020"
NASA seeks input on Artemis science goals,Jeff Foust,"August 23, 2020"
China launches fifth Gaofen-9 series Earth observation satellite,Andrew Jones,"August 23, 2020"
Northrop Grumman weighing exit options for OmegA rocket,Sandra Erwin,"August 21, 2020"
NOAA surveys market for commercial weather data sources,Debra Werner,"August 21, 2020"
China is aiming to attract partners for an international lunar research station,Andrew Jones,"August 21, 2020"
ISS crew to spend weekend in one module to track down air leak,Jeff Foust,"August 21, 2020"
"As he welcomes new space commander, Esper warns of threats to U.S. satellites",Sandra Erwin,"August 20, 2020"
Bharti Enterprises asks ISRO for help developing OneWeb user terminals,Caleb Henry,"August 20, 2020"
Space Force to propose personnel reforms to attract tech talent,Sandra Erwin,"August 20, 2020"
Report endorses giving Commerce Department responsibility for space traffic management,Jeff Foust,"August 20, 2020"
Spaceflight planning three Sherpa launches in 2021,Caleb Henry,"August 20, 2020"
SES taps SpaceX for two additional Falcon 9 launches,Caleb Henry,"August 20, 2020"
U.S. military eyes a role in the great power competition for lunar resources,Sandra Erwin,"August 20, 2020"
Blue Origin team delivers lunar lander mockup to NASA,Jeff Foust,"August 20, 2020"
Japanese lunar lander company ispace raises $28 million,Jeff Foust,"August 20, 2020"
SpaceNet launches new challenge with Planet dataset,Debra Werner,"August 19, 2020"
SpaceX pressing on with protest against U.S. Air Force despite launch contract win,Sandra Erwin,"August 19, 2020"
NASA’s planetary science program shifts priority to asteroid missions,Jeff Foust,"August 19, 2020"
Asia-Pacific satellite operators to LEO megaconstellation players: we have questions,Caleb Henry,"August 19, 2020"
Space Force technology roadmap to emphasize partnerships with private sector,Sandra Erwin,"August 19, 2020"
OneWeb Satellites seeks simpler import regulations • Viasat cubesat launching in 2021,Caleb Henry,"August 19, 2020"
Kepler signs launch agreement with Exolaunch,Debra Werner,"August 19, 2020"
SN Military Space | U.S. military foresees need for space logistics • SPACECOM gets new boss • Space Force swears in its first female general,Sandra Erwin,"August 19, 2020"
Indian Earth observation startup Pixxel raises $5 million,Debra Werner,"August 19, 2020"
Compatibility issue adds new wrinkle to Europa Clipper launch vehicle selection,Jeff Foust,"August 18, 2020"
SpaceX raises $1.9 billion in equity,Caleb Henry,"August 18, 2020"
Arabsat orders all-electric Airbus satellite,Caleb Henry,"August 18, 2020"
"Falcon 9 reaches new reusability record during Starlink, SkySat launch",Caleb Henry,"August 18, 2020"
Kymeta acquires satellite services firm Lepton Global Solutions,Debra Werner,"August 18, 2020"
Skylo forms partnership with Sony Semiconductor Israel,Debra Werner,"August 18, 2020"
Arecibo damage to take months to repair,Jeff Foust,"August 18, 2020"
NASA to perform independent review of Mars sample return plans,Jeff Foust,"August 18, 2020"
Armagno becomes the U.S. Space Force’s first female general officer,Sandra Erwin,"August 17, 2020"
U.S. Air Force Academy to expand space education curriculum,Sandra Erwin,"August 17, 2020"
Eutelsat scraps plan for replacement C-band satellite,Caleb Henry,"August 17, 2020"
Speedcast seeks $395 million exit from bankruptcy ,Caleb Henry,"August 17, 2020"
White House memo adds low Earth orbit research as R&D priority,Jeff Foust,"August 17, 2020"
U.S. Army general to be sworn in as space commander,Sandra Erwin,"August 17, 2020"
Airbus eyes new customers for OneWeb Satellites,Sandra Erwin,"August 16, 2020"
Arianespace lofts three spacecraft in first Ariane 5 launch since start of pandemic ,Caleb Henry,"August 15, 2020"
ESA sets stage for three-way competition to build next-generation Galileo constellation ,Caleb Henry,"August 14, 2020"
NASA sets late October launch date for first operational Crew Dragon mission,Jeff Foust,"August 14, 2020"
DLR spinoff HyImpulse plans small launcher debut in 2022,Caleb Henry,"August 14, 2020"
Weather models improve with COSMIC-2 and Spire Global data,Debra Werner,"August 14, 2020"
Northrop Grumman completes ground test of solid booster for ULA’s Vulcan Centaur,Sandra Erwin,"August 13, 2020"
Satellite servicing industry seeks interface standards,Jeff Foust,"August 13, 2020"
DoD technology buyers defend need for secrecy in space programs,Sandra Erwin,"August 13, 2020"
Air Force X-37B spaceplane wins prized aeronautical award,Sandra Erwin,"August 13, 2020"
Brazil looks abroad for small rockets seeking a little extra boost,Caleb Henry,"August 13, 2020"
FCC streamlined smallsat licensing regulations published,Jeff Foust,"August 12, 2020"
Mike Griffin joins board of Rocket Lab,Jeff Foust,"August 12, 2020"
Space Force foresees need for fast response launch vehicles and in-space logistics,Sandra Erwin,"August 12, 2020"
Hughes views OneWeb stake as key to FCC broadband subsidies,Caleb Henry,"August 12, 2020"
Government’s role in the small launch market not quite black and white,Sandra Erwin,"August 12, 2020"
Cubic wins $172M IDIQ contract • Phasor CTO joins Isotropic Systems • Ovzon leasing more Intelsat capacity,Caleb Henry,"August 12, 2020"
The space sector is finally finding its way to the exits,Debra Werner,"August 12, 2020"
Arecibo radio observatory damaged,Jeff Foust,"August 12, 2020"
Tory Bruno on ULA’s big win: ‘We knew we were going to be competitive’,Sandra Erwin,"August 11, 2020"
"Companies are flying old satellites longer, study finds",Caleb Henry,"August 11, 2020"
Rocket Lab ready to attempt Electron booster recovery,Jeff Foust,"August 11, 2020"
Coronavirus adds to ViaSat-3 launch delay,Caleb Henry,"August 10, 2020"
U.S. Space Force unveils doctrine explaining its role in national security,Sandra Erwin,"August 10, 2020"
"Air Force to end agreements with Blue Origin and Northrop Grumman, prepares for launch contract protests",Sandra Erwin,"August 9, 2020"
"With Thompson’s nomination, U.S. Space Force leadership takes shape",Sandra Erwin,"August 8, 2020"
Defense Department space policy official Stephen Kitay stepping down,Sandra Erwin,"August 8, 2020"
"News Analysis | With Pentagon award, SpaceX joins the establishment",Jeff Foust,"August 7, 2020"
Pentagon picks SpaceX and ULA to remain its primary launch providers,Sandra Erwin,"August 7, 2020"
SES taps Thales Alenia Space for final two C-band replacement satellites,Caleb Henry,"August 7, 2020"
SpaceX launches Starlink and BlackSky satellites,Jeff Foust,"August 7, 2020"
SES orders four more O3b mPower satellites from Boeing,Caleb Henry,"August 7, 2020"
